"","X.1","X","pID","eID","oID","internalID","Effect.description","origDirection","Observed.difference.in.replication.","origN","repN","testReported","What.statistical.test.was.reported.","Statistical.test.applied.to.original.data","Original.test.statistic.type","Original.test.statistic.value","Original.df1","Original.df2","Original.p.value","Replication.statistical.test","Replication.test.statistic.type","Replication.test.statistic.value","Replication.df1","Replication.df2","Replication.p.value","Was.original.data.representative.","origRawDiff","Replication.raw.difference..if.original.reported.representative.data.","Replication.raw.difference.type..mean.or.median.","Replication.raw.diference.standard.error","Replication.raw.difference.lower.CI","Replication.raw.difference.upper.CI","Effect.size.type","Original.effect.size","Original.standard.error","Original.lower.CI","Original.upper.CI","Replication.effect.size","Replication.standard.error","Replication.lower.CI","Replication.upper.CI","Meta.analysis.effect.size","Meta.analysis.lower.CI","Meta.analysis.upper.CI","Meta.analysis.p.value","repDirection","Statistical.test.applied.to.original.data..SMD.","Original.test.statistic.type..SMD.","Original.test.statistic.value..SMD.","origdf1","origdf2","origPval","Replication.statistical.test..SMD.","Replication.test.statistic.type..SMD.","Replication.test.statistic.value..SMD.","repdf1","repdf2","repPval","repRawDiff","Replication.raw.difference.type..mean.or.median...SMD.","Replication.raw.diference.standard.error..SMD.","Replication.raw.difference.lower.CI..SMD.","Replication.raw.difference.upper.CI..SMD.","EStype","origES","origSE","origESLo","origESHi","repES","repSE","repESLo","repESHi","Meta.analysis.effect.size..SMD.","Meta.analysis.lower.CI..SMD.","Meta.analysis.upper.CI..SMD.","Meta.analysis.p.value..SMD.","Notes.x","Original.paper.figure","Was.experiment.originally.identified.by.RP.CB.team","Did.experiment.continue.after.sharing.with.labs..before.submitting.protocol.to.eLife.","Did.the.experiment.protocol.get.submitted.to.eLife","Did.the.experiment.protocol.get.accepted.and.published.in.eLife","infoNeeded","infoQuality","Data.shared.by.original.authors","Code.shared.by.original.authors","Key.materials.asked.to.be.shared","materialsSharedProse","Key.materials.shared","expType","What.types.of.experimental.techniques.were.utilized.","What.category.of.experimental.techniques.were.utilized.","Number.of.lab.s..contracted.for.the.experiment","labsContracted","Registered.Report.protocol","Experiment.description","Original.sample.number..reported.","Replication.sample.number..power.","Replication.sample.number..reported.","Replication.experiment.attempted","Replication.experiment.completed","If.experiment.incomplete..why.","changesNeededRaw","If.modifications.were.needed.for.experiment.to.proceed..what.were.they.","changesSuccess","If.modifications.unable.to.be.fully.implemented..why.","Replication.study.figure","Were.materials.shippped.between.replicating.labs.","If.a.material.was.shipped.between.replicating.labs..what.was.it.","Was.the.original.experiment.blinded.","Was.the.replication.experiment.blinded.","Was.the.original.experiment.randomized.","Was.the.replication.experiment.randomized.","Was.the.original.experiment.sample.size.determined.a.priori.","Was.the.replication.experiment.sample.size.determined.a.priori.","Was.a.statistical.test.reported.in.the.original.paper..y","What.statistical.test.s..was.reported.","Was.variation.of.biological.repeats.reported.in.the.original.experiment.","Notes.y","Original.paper.title","Year","Original.paper.journal","Number.of.original.authors","OSF.project.link","Draft.protocol.shared.with.original.authors.date","Budget.per.paper.at.project.onset.when.originally.identified.by.RP.CB.team","Anticipated.budget.when.Registered.Report.manuscript.ready.for.submission.to.eLife","Anticipated.budget.when.Registered.Report.accepted.and.published.in.eLife","Actual.budget.at.completion.of.replication.attempt","Registered.Report.submission.date","Registered.Report.acceptance.date","Link.to.Registered.Report","Experimental.work.start.date","Experimental.work.end.date","Replication.study.fully.completed","If.Replication.study.incomplete..why.","Replication.study.submission.date","Replication.study.acceptance.date","Link.to.Replication.study","Did.original.authors.respond.to.any.emails.","Did.the.original.paper.have.a.potential.conflict.of.issue.statement.","Did.the.replication.study.have.a.potential.conflict.of.issue.statement.","Number.of.lab.s..contracted.for.the.entire.paper","Contracted.lab.s..for.the.entire.paper","Notes","repSignif","origSignif","changes","changes_a..GTE.moderate.success","changes_b..LT.moderate.success","changes_c..No.changes.needed","materialsShared","materialsShared_a.No","materialsShared_b.Yes","materialsShared_c..Not.requested","hasCROLab","hasCoreLab","expAnimal","quantPair","peoID","nInternal","peID","origES2","ES2type","origESLo2","origESHi2","repES2","repESLo2","repESHi2","origSE2","repSE2","origVar2","repVar2","origES3","origESLo3","origESHi3","repES3","repESLo3","repESHi3","origSE3","repSE3","origVar3","repVar3","discrep","badCI"
"101",101,101,9,2,6,2,"Clonogenic frequency between TOP-GFPwhole vs TOP-GFPwhole + PHA (CSC1 culture)","Null","Positive",18,18,"No",NA,"Chi-square test","chi-squared",0.2123054,NA,1,0.6449664,"Chi-square test","chi-squared",72.18652,NA,1,1.957888e-17,"No",NA,NA,NA,NA,NA,NA,"Cohen's w",0.03325293,0.0727393,-0.108868,0.1740417,0.6131651,0.0727393,0.516395,0.6944728,-0.0690953,-0.139571734,0.002077624,0.0570616,"Positive","Student's t test","t",0.3204523,NA,16,0.7527726,"Student's t test","t",3.805099,NA,16,0.001555903,NA,NA,NA,NA,NA,"Cohen's d",0.1510626,0.5008016,-0.776664,1.074123,1.793741,0.6025906,0.6637555,2.885044,-0.2702242,-0.8164442,0.2759958,0.3322324,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis","6D","Yes","Yes","Yes","Yes",3,3,0,3,"Cells","Cells","Cells","Cell-based","viral transduction,cell culture,cell isolation,FACS,microscopy (fluorescence)","cell,immuno",2,"CRO11,CRO12","1,3","Clonogenicity of TOP-GFP CSC cultures","18.0",18,18,"Yes","Yes",NA,1,"CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate",5,NA,"2.0","Yes","Cells",NA,NA,NA,NA,NA,NA,"Yes","Chi-square test","Yes","Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.","Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,"https://osf.io/pgjhx/","2014-09-17",25000,25500,70500,126870,42066,42217,"https://elifesciences.org/articles/07301",42251,43271,"Yes",NA,43488,43623,"https://elifesciences.org/articles/45426","Yes","Yes","Yes",3,"CRO11,CRO12,CRO13",NA,TRUE,FALSE,"a. GTE moderate success",1,0,0,"b.Yes",0,1,0,TRUE,FALSE,FALSE,TRUE,"p9e2o6",3,"p9e2",0.1510626,"Cohen's d",-0.776664,1.074123,1.793741,0.6637555,2.885044,0.5008016,0.56666564220599,0.25080224256256,0.321109950056727,0.1510626,-0.776664,1.074123,1.793741,0.6637555,2.885044,0.472148216650605,0.56666564220599,0.222923938486347,0.321109950056727,0.00233309999999998,FALSE
"102",102,102,9,2,6,3,"Clonogenic frequency between TOP-GFPwhole vs TOP-GFPwhole + PHA (Co100 culture)","Null","Negative",18,18,"No",NA,"Chi-square test","chi-squared",0.2123054,NA,1,0.6449664,"Chi-square test","chi-squared",20.21936,NA,1,6.905054e-06,"No",NA,NA,NA,NA,NA,NA,"Cohen's w",0.03325293,0.0727393,-0.108868,0.1740417,-0.3245137,0.0727393,-0.445643,-0.1917155,-0.0690953,-0.139571734,0.002077624,0.0570616,"Negative","Student's t test","t",0.3204523,NA,16,0.7527726,"Student's t test","t",-3.116955,NA,16,0.006639749,NA,NA,NA,NA,NA,"Cohen's d",0.1510626,0.5008016,-0.776664,1.074123,-1.469347,0.570878,-2.504651,-0.3988421,-0.2702242,-0.8164442,0.2759958,0.3322324,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis","6D","Yes","Yes","Yes","Yes",3,3,0,3,"Cells","Cells","Cells","Cell-based","viral transduction,cell culture,cell isolation,FACS,microscopy (fluorescence)","cell,immuno",2,"CRO11,CRO12","1,3","Clonogenicity of TOP-GFP CSC cultures","18.0",18,18,"Yes","Yes",NA,1,"CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate",5,NA,"2.0","Yes","Cells",NA,NA,NA,NA,NA,NA,"Yes","Chi-square test","Yes","Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.","Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,"https://osf.io/pgjhx/","2014-09-17",25000,25500,70500,126870,42066,42217,"https://elifesciences.org/articles/07301",42251,43271,"Yes",NA,43488,43623,"https://elifesciences.org/articles/45426","Yes","Yes","Yes",3,"CRO11,CRO12,CRO13",NA,TRUE,FALSE,"a. GTE moderate success",1,0,0,"b.Yes",0,1,0,TRUE,FALSE,FALSE,TRUE,"p9e2o6",3,"p9e2",0.1510626,"Cohen's d",-0.776664,1.074123,-1.469347,-2.504651,-0.3988421,0.5008016,0.537206019245852,0.25080224256256,0.288590307113974,0.1510626,-0.776664,1.074123,-1.469347,-2.504651,-0.3988421,0.472148216650605,0.537206019245852,0.222923938486347,0.288590307113974,0.00233309999999998,FALSE
"103",103,103,9,3,1,1,"Tumorigenicity frequency between TOP-GFPlow vs TOP-GFPhigh (450 culture)","Positive","Null-negative",7,8,"No",NA,"Chi-square test","chi-squared",65.15276,NA,1,6.931146e-16,"Chi-square test","chi-squared",0.08382449,NA,1,0.77218,"No",NA,NA,NA,NA,NA,NA,"Cohen's w",0.999,0.1601282,0.9981275,0.9994661,-0.0511812,0.1856953,-0.3928639,0.3029188,0.9736289,0.9579173,0.983524,8.05178e-71,"Null-negative","Student's t test","t",1.40408,NA,5,0.2192582,"Student's t test","t",-0.2262741,NA,6,0.8284997,NA,NA,NA,NA,NA,"Cohen's d",1.072384,0.9887708,-0.601404,2.659692,-0.16,0.8182366,-1.542252,1.235199,0.340914,-0.8946131,1.576441,0.588642,"effect size recalculated for meta-analysis","7E","Yes","Yes","Yes","Yes",3,3,3,0,"Cells","Cells","Cells","Animal","viral transduction,cell culture,cell isolation,FACS,animal care,animal injection (cells, SC,IP)","cell,immuno,animal",3,"CRO11,CRO12,CRO13","1,4","Tumorigenicity of TOP-GFP CSC culture","66.0",48,48,"Yes","Yes",NA,0,NA,6,NA,"Table1","Yes","Cells",NA,NA,NA,NA,NA,NA,"No",NA,"Yes",NA,"Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,"https://osf.io/pgjhx/","2014-09-17",25000,25500,70500,126870,42066,42217,"https://elifesciences.org/articles/07301",42251,43271,"Yes",NA,43488,43623,"https://elifesciences.org/articles/45426","Yes","Yes","Yes",3,"CRO11,CRO12,CRO13",NA,FALSE,FALSE,"a. GTE moderate success",1,0,0,"b.Yes",0,1,0,TRUE,FALSE,TRUE,TRUE,"p9e3o1",1,"p9e3",1.072384,"Cohen's d",-0.601404,2.659692,-0.16,-1.542252,1.235199,0.9887708,0.708546438074419,0.97766769493264,0.502038054907946,1.072384,-0.601404,2.659692,-0.16,-1.542252,1.235199,0.831927531761581,0.708546438074419,0.692103418102916,0.502038054907946,0.0432399999999999,FALSE
"104",104,104,9,3,2,1,"Tumorigenicity frequency between TOP-GFPlow vs TOP-GFPlow + MFCM (450 culture)","Positive","Null-positive",8,8,"No",NA,"Chi-square test","chi-squared",25.99691,NA,1,3.419643e-07,"Chi-square test","chi-squared",3.316521,NA,1,0.06858681,"No",NA,NA,NA,NA,NA,NA,"Cohen's w",0.7359363,0.1490712,0.5712537,0.8436579,0.3219337,0.1856953,-0.03014416,0.60294343,0.6065104,0.4426657,0.7311639,1.441955e-09,"Null-positive","Student's t test","t",1.594092,NA,6,0.162025,"Student's t test","t",1.158437,NA,6,0.2907067,NA,NA,NA,NA,NA,"Cohen's d",1.127193,0.8987995,-0.4301383,2.609106,0.8191387,0.8609419,-0.6688381,2.247284,0.9665418,-0.252028,2.185112,0.1200417,"effect size recalculated for meta-analysis","7E","Yes","Yes","Yes","Yes",3,3,3,0,"Cells","Cells","Cells","Animal","viral transduction,cell culture,cell isolation,FACS,animal care,animal injection (cells, SC,IP)","cell,immuno,animal",3,"CRO11,CRO12,CRO13","1,4","Tumorigenicity of TOP-GFP CSC culture","66.0",48,48,"Yes","Yes",NA,0,NA,6,NA,"Table1","Yes","Cells",NA,NA,NA,NA,NA,NA,"No",NA,"Yes",NA,"Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,"https://osf.io/pgjhx/","2014-09-17",25000,25500,70500,126870,42066,42217,"https://elifesciences.org/articles/07301",42251,43271,"Yes",NA,43488,43623,"https://elifesciences.org/articles/45426","Yes","Yes","Yes",3,"CRO11,CRO12,CRO13",NA,FALSE,FALSE,"a. GTE moderate success",1,0,0,"b.Yes",0,1,0,TRUE,FALSE,TRUE,TRUE,"p9e3o2",1,"p9e3",1.127193,"Cohen's d",-0.4301383,2.609106,0.8191387,-0.6688381,2.247284,0.8987995,0.743922368727691,0.80784054120025,0.553420490693418,1.127193,-0.4301383,2.609106,0.8191387,-0.6688381,2.247284,0.775331670370775,0.743922368727691,0.601139199079936,0.553420490693418,0.03770915,FALSE
"105",105,105,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6C","Yes","No","No","No",2,3,0,0,NA,NA,NA,"Cell-based","viral transduction,cell culture,cell isolation,FACS,flow cytometry","cell,immuno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,"https://osf.io/pgjhx/","2014-09-17",25000,25500,70500,126870,42066,42217,"https://elifesciences.org/articles/07301",42251,43271,"Yes",NA,43488,43623,"https://elifesciences.org/articles/45426","Yes","Yes","Yes",3,"CRO11,CRO12,CRO13",NA,NA,NA,"c. No changes needed",0,0,1,"c. Not requested",0,0,1,FALSE,FALSE,FALSE,FALSE,"p9e4oNA",1,"p9e4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",106,106,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5A,5B","Yes","Yes","Yes","No",3,4,2,0,"Cells,Plasmids","Cells,Plasmids",NA,"Animal","viral transduction,cell culture,animal care,animal injection (cells, intracranially),tissue harvesting,immunohistochemistry","cell,animal",2,"Core7,Core8",NA,NA,"17.0",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","unknown","Yes",NA,"The transcriptional network for mesenchymal transformation of brain tumours",2010,"Nature",14,"https://osf.io/mfxpj/","2014-05-21",25000,28000,NA,NA,42123,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,2,"Core7,Core8","Registered report rejected",NA,NA,"c. No changes needed",0,0,1,"b.Yes",0,1,0,FALSE,TRUE,TRUE,FALSE,"p10e1oNA",1,"p10e1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",107,107,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S8A","No","Yes","Yes","No",3,4,1,0,"Cells,Plasmids","Cells,Plasmids",NA,"Cell-based","viral transduction,cell culture,RNA extraction,qRT-PCR","cell,molecular",1,"Core7",NA,NA,"3.0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes",NA,"The transcriptional network for mesenchymal transformation of brain tumours",2010,"Nature",14,"https://osf.io/mfxpj/","2014-05-21",25000,28000,NA,NA,42123,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,2,"Core7,Core8","Registered report rejected",NA,NA,"c. No changes needed",0,0,1,"b.Yes",0,1,0,FALSE,TRUE,FALSE,FALSE,"p10e2oNA",1,"p10e2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",108,108,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5H,S9,TableS13","No","Yes","Yes","No",1,3,3,0,NA,NA,NA,"Patient Samples","immunohistochemistry","immuno",2,"Core7,Core8",NA,NA,"62.0",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Log-rank Mantel-Cox test","Yes","Stated in results text describing results","The transcriptional network for mesenchymal transformation of brain tumours",2010,"Nature",14,"https://osf.io/mfxpj/","2014-05-21",25000,28000,NA,NA,42123,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,2,"Core7,Core8","Registered report rejected",NA,NA,"c. No changes needed",0,0,1,"c. Not requested",0,0,1,FALSE,TRUE,FALSE,FALSE,"p10e3oNA",1,"p10e3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",109,109,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3A,S7A,S7C,S7D","Yes","No","No","No",3,5,0,0,"Cells,Plasmids","Cells,Plasmids",NA,"Cell-based","viral transduction,cell culture,Western blot assay,immunofluorescence,microscopy (confocal)","cell,immuno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes",NA,"The transcriptional network for mesenchymal transformation of brain tumours",2010,"Nature",14,"https://osf.io/mfxpj/","2014-05-21",25000,28000,NA,NA,42123,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,2,"Core7,Core8","Registered report rejected",NA,NA,"c. No changes needed",0,0,1,"b.Yes",0,1,0,FALSE,FALSE,FALSE,FALSE,"p10e4oNA",1,"p10e4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",110,110,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3B","Yes","No","No","No",1,5,2,2,NA,NA,NA,"Cell-based","viral transduction,cell culture,RNA extraction,qRT-PCR","cell,molecular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","unknown","Yes",NA,"The transcriptional network for mesenchymal transformation of brain tumours",2010,"Nature",14,"https://osf.io/mfxpj/","2014-05-21",25000,28000,NA,NA,42123,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,2,"Core7,Core8","Registered report rejected",NA,NA,"c. No changes needed",0,0,1,"c. Not requested",0,0,1,FALSE,FALSE,FALSE,FALSE,"p10e5oNA",1,"p10e5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",111,111,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3I,S7H","Yes","No","No","No",3,5,2,2,NA,NA,NA,"Cell-based","animal care,tissue harvesting,viral transduction,cell culture,cell isolation,microscopy (fluorescence),RNA extraction,qRT-PCR","cell,immuno,animal,molecular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","unknown","Yes",NA,"The transcriptional network for mesenchymal transformation of brain tumours",2010,"Nature",14,"https://osf.io/mfxpj/","2014-05-21",25000,28000,NA,NA,42123,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,2,"Core7,Core8","Registered report rejected",NA,NA,"c. No changes needed",0,0,1,"c. Not requested",0,0,1,FALSE,FALSE,FALSE,FALSE,"p10e6oNA",1,"p10e6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",112,112,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4E","Yes","No","No","No",3,4,2,0,"Cells","Cells",NA,"Cell-based","viral transduction,cell culture,RNA extraction,qRT-PCR","cell,molecular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes",NA,"The transcriptional network for mesenchymal transformation of brain tumours",2010,"Nature",14,"https://osf.io/mfxpj/","2014-05-21",25000,28000,NA,NA,42123,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,2,"Core7,Core8","Registered report rejected",NA,NA,"c. No changes needed",0,0,1,"b.Yes",0,1,0,FALSE,FALSE,FALSE,FALSE,"p10e7oNA",1,"p10e7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",113,113,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5C,5D,5E","Yes","No","No","No",3,4,2,2,"Cells","Cells",NA,"Animal","viral transduction,cell culture,animal care,animal injection (cells, intracranially),tissue harvesting,immunohistochemistry","cell,animal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Welch's t test","Yes",NA,"The transcriptional network for mesenchymal transformation of brain tumours",2010,"Nature",14,"https://osf.io/mfxpj/","2014-05-21",25000,28000,NA,NA,42123,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,2,"Core7,Core8","Registered report rejected",NA,NA,"c. No changes needed",0,0,1,"b.Yes",0,1,0,FALSE,FALSE,TRUE,FALSE,"p10e8oNA",1,"p10e8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",114,114,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S1,S2A,S3A","Yes","No","No","No",4,0,0,0,"Cells","No",NA,"Cell-based","cell isolation,cell culture,cell proliferation/viability assay (Cell Titer 96 Acqueous One),microscopy (bright-field),genomic DNA extraction,RT-PCR,sequencing","cell,immuno,molecular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes",NA,"Melanomas acquire resistance to B-RAF(V600E) inhibition by RTK or N-RAS upregulation",2010,"Nature",16,"https://osf.io/679uw/","2015-01-22",25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,"c. No changes needed",0,0,1,"a.No",1,0,0,FALSE,FALSE,FALSE,FALSE,"p11e1oNA",1,"p11e1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",115,115,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2A(left),S10C","Yes","No","No","No",4,0,0,0,"Cells","No",NA,"Cell-based","cell isolation,cell culture,Western blot assay","cell,immuno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Melanomas acquire resistance to B-RAF(V600E) inhibition by RTK or N-RAS upregulation",2010,"Nature",16,"https://osf.io/679uw/","2015-01-22",25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,"c. No changes needed",0,0,1,"a.No",1,0,0,FALSE,FALSE,FALSE,FALSE,"p11e2oNA",1,"p11e2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
