Paper #,Experiment #,Effect #,Internal replication #,Effect description,Expected difference based on the original paper?,Observed difference in replication?,Original sample size,Replication sample size,Was a statistical test reported in the original paper?,What statistical test was reported?,Statistical test applied to original data,Original test statistic type,Original test statistic value,Original df1,Original df2,Original p value,Replication statistical test,Replication test statistic type,Replication test statistic value,Replication df1,Replication df2,Replication p value,Was original data representative?,Original point difference (for representative data),Replication raw difference (if original reported representative data),Replication raw difference type (mean or median),Replication raw diference standard error,Replication raw difference lower CI,Replication raw difference upper CI,Effect size type,Original effect size,Original standard error,Original lower CI,Original upper CI,Replication effect size,Replication standard error,Replication lower CI,Replication upper CI,Meta-analysis effect size,Meta-analysis lower CI,Meta-analysis upper CI,Meta-analysis p value,Observed difference in replication? (SMD),Statistical test applied to original data (SMD),Original test statistic type (SMD),Original test statistic value (SMD),Original df1 (SMD),Original df2 (SMD),Original p value (SMD),Replication statistical test (SMD),Replication test statistic type (SMD),Replication test statistic value (SMD),Replication df1 (SMD),Replication df2 (SMD),Replication p value (SMD),Replication raw difference (if original reported representative data) (SMD),Replication raw difference type (mean or median) (SMD),Replication raw diference standard error (SMD),Replication raw difference lower CI (SMD),Replication raw difference upper CI (SMD),Effect size type (SMD),Original effect size (SMD),Original standard error (SMD),Original lower CI (SMD),Original upper CI (SMD),Replication effect size (SMD),Replication standard error (SMD),Replication lower CI (SMD),Replication upper CI (SMD),Meta-analysis effect size (SMD),Meta-analysis lower CI (SMD),Meta-analysis upper CI (SMD),Meta-analysis p value (SMD),Notes
37,2,1,1,IC50 values of EWS-FLI1 transformed cells vs FUS-CHOP transformed cells,Positive,Null,6,6,No,NA,Welch's t test,t,5.671417,NA,2.286344,0.02174274,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Glass' delta,3.390155,1.881477,-0.03433533,6.827256,NA,NA,NA,NA,NA,NA,NA,NA,Null,Welch's t test,t,5.671417,NA,2.286344,0.02174274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glass' delta,3.390155,1.881477,-0.03433533,6.827256,NA,NA,NA,NA,NA,NA,NA,NA,"original study data has SD1/SD2 larger than 2, so assumed unequal variance"
37,2,2,1,IC50 values of SK-N-MC cells vs EWS-FLI1 transformed cells,Null,Negative,6,6,No,NA,Welch's t test,t,1.388225,NA,2.011199,0.2988429,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Glass' delta,0.8026133,0.9097877,-1.028116,2.48923,NA,NA,NA,NA,NA,NA,NA,NA,Negative,Welch's t test,t,1.388225,NA,2.011199,0.2988429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glass' delta,0.8026133,0.9097877,-1.028116,2.48923,NA,NA,NA,NA,NA,NA,NA,NA,"original study data has SD1/SD2 larger than 2, so assumed unequal variance"
37,3,1,1,IC50 values of control siRNA transfected cells vs EWS-FLI1 siRNA transfected cells,Positive,Null,6,6,No,NA,Student's t test,t,15.25125,NA,4,0.0001077913,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Cohen's d,12.45259,5.484074,4.142031,20.9142,NA,NA,NA,NA,NA,NA,NA,NA,Null,Student's t test,t,15.25125,NA,4,0.0001077913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohen's d,12.45259,5.484074,4.142031,20.9142,NA,NA,NA,NA,NA,NA,NA,NA,"original study data has SD1/SD2 larger than 2, so assumed unequal variance"
39,1,1,1,Tumor weights of IgG vs anti-CD47 (MIAP410),Positive,Null-negative,10,13,Yes,unknown,Welch's t test,t,5.676941,NA,4.015065,0.00469753,Welch's t test,t,-1.795881,NA,9.656009,0.103811,No,NA,NA,NA,NA,NA,NA,Glass' delta,2.541195,1.098731,0.402931,4.597614,-1.131789,0.6451894,-2.355,0.1594191,-0.1900144,-1.2804582,0.9004294,0.7327031,Null-negative,Welch's t test,t,5.676941,NA,4.015065,0.00469753,Welch's t test,t,-1.795881,NA,9.656009,0.103811,NA,NA,NA,NA,NA,Glass' delta,2.541195,1.098731,0.402931,4.597614,-1.131789,0.6451894,-2.355,0.1594191,-0.1900144,-1.2804582,0.9004294,0.7327031,
39,1,2,1,"hematological counts of NT, IgG, CD47",Positive,Positive,6,20,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
41,1,1,1,Intrinsic doubling time of bacterial growth of pks island deletion vs wild-type,Null,Null-positive,unknown,6,No,NA,NA,NA,NA,NA,NA,NA,Student's t test,t,1.455489,NA,4,0.2192356,Yes,11.29347,15.58071,Mean,10.70479,-14.14056,45.30198,Cohen's d,NA,NA,NA,NA,1.188402,1.124636,-0.6541789,2.9193827,NA,NA,NA,NA,Null-positive,NA,NA,NA,NA,NA,NA,Student's t test,t,1.455489,NA,4,0.2192356,15.58071,Mean,10.70479,-14.14056,45.30198,Cohen's d,NA,NA,NA,NA,1.188402,1.124636,-0.6541789,2.9193827,NA,NA,NA,NA,
41,2,1,1,Overall survival of germ-free Il10-/- mice mono-associated with E.coli NC101 or NC101deltapks,Null,Positive,20,84,Yes,Log-rank Mantel-Cox test,Log-rank Mantel-Cox test,chi-squared,0.3750965,NA,1,0.5402393,Log-rank Mantel-Cox test,chi-squared,5.16551,NA,1,0.0230397,No,NA,NA,NA,NA,NA,NA,Hazard ratio,1.691181,1.358683,0.3147196,9.087749,1.945032,11.67095,1.095877,3.452168,1.916873,1.113733,3.299177,0.01883464,Positive,Log-rank Mantel-Cox test,chi-squared,0.3750965,NA,1,0.5402393,Log-rank Mantel-Cox test,chi-squared,5.16551,NA,1,0.0230397,NA,NA,NA,NA,NA,Hazard ratio,1.691181,1.358683,0.3147196,9.087749,1.945032,11.67095,1.095877,3.452168,1.916873,1.113733,3.299177,0.01883464,
42,1,1,1,Met expression in shMet exosomes compared to a constant of 1 (shScr exosomes),Positive,Positive,unknown,3,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data are quantified here (https://osf.io/329ya/), but as stated in response letter to reviewer during Replication study deemed not sufficient for quantification (https://osf.io/dtc8p/)"
42,2,1,1,Metastatic burden in lungs of shScr injected mice vs liposome,Positive,Null-positive,14,12,Yes,between-subjects ANOVA,Student's t test,t,4.288986,NA,12,0.001052166,Student's t test,t,0.4739758,NA,10,0.6456962,No,NA,NA,NA,NA,NA,NA,Cohen's d,2.292559,0.7673493,0.8800974,3.6511361,0.2736501,0.6359977,-0.8707803,1.4047364,1.095778,0.1360405,2.055516,0.02523513,Null-positive,Student's t test,t,4.288986,NA,12,0.001052166,Student's t test,t,0.4739758,NA,10,0.6456962,NA,NA,NA,NA,NA,Cohen's d,2.292559,0.7673493,0.8800974,3.6511361,0.2736501,0.6359977,-0.8707803,1.4047364,1.095778,0.1360405,2.055516,0.02523513,cohen's d is used here while Replication study reported cliff's delta
42,2,2,1,Metastatic burden in lungs of shScr injected mice vs shMet,Positive,Null-positive,14,13,No,NA,Welch's t test,t,4.56077,NA,7.376149,0.002276347,Student's t test,t,0.6061607,NA,11,0.5567099,No,NA,NA,NA,NA,NA,NA,Glass' delta,5.342071,1.632133,2.213625,8.449566,0.2623192,0.5624988,-0.8519444,1.351713,0.8016202,-0.2406924,1.8439327,0.1317168,Null-positive,Welch's t test,t,4.56077,NA,7.376149,0.002276347,Student's t test,t,0.6061607,NA,11,0.5567099,NA,NA,NA,NA,NA,Glass' delta,5.342071,1.632133,2.213625,8.449566,0.2623192,0.5624988,-0.8519444,1.351713,0.8016202,-0.2406924,1.8439327,0.1317168,glass' delta is used here while Replication study reported cliff's delta
42,2,3,1,Metastatic burden in femurs of shScr injected mice vs liposome,Positive,Null-positive,10,12,No,NA,Mann-Whitney,z,2.78543,NA,NA,0.007936508,Mann-Whitney,z,0.1601282,NA,NA,0.9372294,No,NA,NA,NA,NA,NA,NA,Cliff's delta,1,0.03,0.8490597,1,0.05555556,0.3571146,-0.5361754,0.6106755,0.9933817,0.5766001,0.9999179,4.06E-242,Null-positive,Student's t test,t,3.063755,NA,8,0.01549405,Student's t test,t,0.9434677,NA,10,0.3676772,NA,NA,NA,NA,NA,Cohen's d,1.937689,0.8906913,0.348804,3.4519,0.5447114,0.6463765,-0.6240027,1.687695,1.025244,-8.86E-05,2.050577,5.00E-02,
42,2,4,1,Metastatic burden in femurs of shScr injected mice vs shMet,Positive,Null-positive,10,13,No,NA,Mann-Whitney,z,2.78543,NA,NA,0.007936508,Mann-Whitney,z,0,NA,NA,1,No,NA,NA,NA,NA,NA,NA,Cliff's delta,1,0.03,0.8490597,1,9.27E-18,0.3518658,-0.5677269,0.5677269,0.9927832,0.603094,0.9998941,7.03E-242,Null-positive,Student's t test,t,3.063755,NA,8,0.01549405,Student's t test,t,-0.7403523,NA,11,0.4745926,NA,NA,NA,NA,NA,Cohen's d,1.937689,0.8906913,0.348804,3.4519,0.411894,0.6123027,-0.700735,1.506476,0.9015536,-0.08739659,1.890504,0.07397695,
44,1,1,1,Tumor-free survival of GFP vs PREX2-G844D,Positive,Null-positive,20,28,Yes,Student's t test,Proportional Hazards Assumption of a Cox Regression,z,2.055702,NA,NA,0.03981128,Proportional Hazards Assumption of a Cox Regression,z,0.1924061,NA,NA,0.8474241,No,NA,NA,NA,NA,NA,NA,Hazard ratio,4.079901,0.6839868,1.067675,15.590505,1.076923,0.3851644,0.5062116,2.2910642,1.484068,0.7687426,2.8650146,0.2394661,Null-positive,Proportional Hazards Assumption of a Cox Regression,z,2.055702,NA,NA,0.03981128,Proportional Hazards Assumption of a Cox Regression,z,0.1924061,NA,NA,0.8474241,NA,NA,NA,NA,NA,Hazard ratio,4.079901,0.6839868,1.067675,15.590505,1.076923,0.3851644,0.5062116,2.2910642,1.484068,0.7687426,2.8650146,0.2394661,
44,1,2,1,Tumor-free survival of GFP vs PREX2-Q1430,Positive,Null-negative,20,22,Yes,Student's t test,Proportional Hazards Assumption of a Cox Regression,z,2.561347,NA,NA,0.01042671,Proportional Hazards Assumption of a Cox Regression,z,-0.07056167,NA,NA,0.9437466,No,NA,NA,NA,NA,NA,NA,Hazard ratio,5.704528,0.679822,1.505061,21.621469,0.968719,0.4503955,0.4007011,2.3419369,1.66374,0.7970507,3.4728432,0.1751562,Null-negative,Proportional Hazards Assumption of a Cox Regression,z,2.561347,NA,NA,0.01042671,Proportional Hazards Assumption of a Cox Regression,z,-0.07056167,NA,NA,0.9437466,NA,NA,NA,NA,NA,Hazard ratio,5.704528,0.679822,1.505061,21.621469,0.968719,0.4503955,0.4007011,2.3419369,1.66374,0.7970507,3.4728432,0.1751562,
44,1,3,1,Tumor-free survival of PREX2-WT vs PREX2-G844D,Positive,Null-negative,20,21,Yes,Student's t test,Proportional Hazards Assumption of a Cox Regression,z,2.391392,NA,NA,0.0167846,Proportional Hazards Assumption of a Cox Regression,z,-0.4510052,NA,NA,0.6519858,No,NA,NA,NA,NA,NA,NA,Hazard ratio,6.764221,0.7993867,1.411818,32.408353,0.808731,0.4707017,0.3214712,2.0345393,1.397281,0.6309995,3.0941296,0.40951,Null-negative,Proportional Hazards Assumption of a Cox Regression,z,2.391392,NA,NA,0.0167846,Proportional Hazards Assumption of a Cox Regression,z,-0.4510052,NA,NA,0.6519858,NA,NA,NA,NA,NA,Hazard ratio,6.764221,0.7993867,1.411818,32.408353,0.808731,0.4707017,0.3214712,2.0345393,1.397281,0.6309995,3.0941296,0.40951,
44,1,4,1,Tumor-free survival of PREX2-WT vs PREX2-Q1430,Positive,Null-negative,20,15,Yes,Student's t test,Proportional Hazards Assumption of a Cox Regression,z,2.806539,NA,NA,0.005007683,Proportional Hazards Assumption of a Cox Regression,z,-0.6299257,NA,NA,0.5287432,No,NA,NA,NA,NA,NA,NA,Hazard ratio,9.370483,0.7972683,1.96393,44.70931,0.7121782,0.5388367,0.2477023,2.0476104,1.597753,0.6660418,3.8328137,0.2938839,Null-negative,Proportional Hazards Assumption of a Cox Regression,z,2.806539,NA,NA,0.005007683,Proportional Hazards Assumption of a Cox Regression,z,-0.6299257,NA,NA,0.5287432,NA,NA,NA,NA,NA,Hazard ratio,9.370483,0.7972683,1.96393,44.70931,0.7121782,0.5388367,0.2477023,2.0476104,1.597753,0.6660418,3.8328137,0.2938839,
47,1,1,1,2HG levels in cells expressing IDH1-WT vs IDH1-R132H,Positive,Positive,unknown,12,No,NA,NA,NA,NA,NA,NA,NA,contrast of between-subjects ANOVA,t,8.327805,NA,20,6.23E-08,Yes,1.017033,2.078411,Mean,0.2939114,1.423535,2.733286,Cohen's d,NA,NA,NA,NA,4.808061,1.336805,2.419753,7.14554,NA,NA,NA,NA,Positive,NA,NA,NA,NA,NA,NA,contrast of between-subjects ANOVA,t,8.327805,NA,20,6.23E-08,2.078411,Mean,0.2939114,1.423535,2.733286,Cohen's d,NA,NA,NA,NA,4.808061,1.336805,2.419753,7.14554,NA,NA,NA,NA,
47,1,2,1,2HG levels in cells expressing IDH2-WT vs IDH2-R132H,Positive,Positive,unknown,12,No,NA,NA,NA,NA,NA,NA,NA,contrast of between-subjects ANOVA,t,9.348221,NA,20,9.71E-09,Yes,1.831397,2.333081,Mean,0.1954259,1.897645,2.768517,Cohen's d,NA,NA,NA,NA,5.397198,1.465532,2.785572,7.962231,NA,NA,NA,NA,Positive,NA,NA,NA,NA,NA,NA,contrast of between-subjects ANOVA,t,9.348221,NA,20,9.71E-09,2.333081,Mean,0.1954259,1.897645,2.768517,Cohen's d,NA,NA,NA,NA,5.397198,1.465532,2.785572,7.962231,NA,NA,NA,NA,
47,1,3,1,"H3K4me3 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",Positive,Null-positive,12,24,No,NA,between-subjects ANOVA,F,6.619672,3,8,0.01467993,Kruskal-Wallis rank sum test,chi-squared,0.3666667,NA,3,0.9470389,No,NA,NA,NA,NA,NA,NA,r,0.8442984,0.3333333,0.5245781,0.9553101,0.1300683,0.2182179,-0.2884638,0.50687,0.4320004,0.1041358,0.6751745,0.011328,Null-positive,between-subjects ANOVA,F,6.619672,3,8,0.01467993,between-subjects ANOVA,F,0.46759,3,20,0.7081679,NA,NA,NA,NA,NA,Cohen's d,2.4622,0.765441,0.9619,3.9624,0.2634,0.41,-0.5402,1.0671,0.7536099,0.04524341,1.461976,0.03705596,
47,1,4,1,"H3K9me3 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",Positive,Null-positive,12,24,No,NA,between-subjects ANOVA,F,7.027372,3,8,0.0124397,between-subjects ANOVA,F,0.5153888,3,20,0.6763842,No,NA,NA,NA,NA,NA,NA,r,0.8514205,0.3333333,0.5426985,0.9574714,0.2678817,0.2182179,-0.1519333,0.6058127,0.5157958,0.2096026,0.7298626,0.00177639,Null-positive,between-subjects ANOVA,F,7.027372,3,8,0.0124397,between-subjects ANOVA,F,0.5153888,3,20,0.6763842,NA,NA,NA,NA,NA,Cohen's d,2.5204,0.7733046,1.0047,4.036,0.3142,0.4107311,-0.4909,1.1193,0.7996388,0.08868156,1.510596,0.02749335,
47,1,5,1,"H3K36me3 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",Null,Null-positive,12,24,No,NA,between-subjects ANOVA,F,0.627586,3,8,0.6172321,between-subjects ANOVA,F,0.2480232,3,20,0.8617649,No,NA,NA,NA,NA,NA,NA,r,0.4364738,0.3333333,-0.1833576,0.8079816,0.1893912,0.2182179,-0.2317079,0.5507135,0.2678571,-0.08309292,0.55969758,0.1326345,Null-positive,between-subjects ANOVA,F,0.627586,3,8,0.6172321,between-subjects ANOVA,F,0.2480232,3,20,0.8617649,NA,NA,NA,NA,NA,Cohen's d,0.7474,0.5971599,-0.423,1.9178,0.3127,0.4107311,-0.4923,1.1177,0.4523038,-0.2109696,1.115577,0.181369,
47,1,6,1,"H3K79me2 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",Positive,Null-positive,12,24,No,NA,between-subjects ANOVA,F,3.003348,3,8,0.09492094,Kruskal-Wallis rank sum test,chi-squared,1.546667,NA,3,0.6715423,No,NA,NA,NA,NA,NA,NA,r,0.7277978,0.3333333,0.2642831,0.9181871,0.2635354,0.2182179,-0.1564986,0.6028442,0.4350764,0.1078811,0.6772304,0.010675,Null-positive,between-subjects ANOVA,F,3.003348,3,8,0.09492094,between-subjects ANOVA,F,0.6513995,3,20,0.5913318,NA,NA,NA,NA,NA,Cohen's d,1.7058,0.6742403,0.3843,3.0272,0.1906,0.4091455,-0.6114,0.9925,0.5983886,-0.08717124,1.283948,0.08712765,
47,1,7,1,H3K9me2 levels in cells expressing IDH1-WT vs IDH1-R132H,Positive,Null-positive,6,12,No,NA,contrast of between-subjects ANOVA,t,3.198824,NA,8,0.01263466,contrast of between-subjects ANOVA,t,0.2375521,NA,20,0.8146451,No,NA,NA,NA,NA,NA,NA,Cohen's d,2.611829,1.509655,0.1847137,4.915465,0.1371508,0.6333472,-0.99936,1.266919,0.5075219,-0.6371608,1.6522045,0.3848494,Null-positive,contrast of between-subjects ANOVA,t,3.198824,NA,8,0.01263466,contrast of between-subjects ANOVA,t,0.2375521,NA,20,0.8146451,NA,NA,NA,NA,NA,Cohen's d,2.611829,1.509655,0.1847137,4.915465,0.1371508,0.6333472,-0.99936,1.266919,0.5075219,-0.6371608,1.6522045,0.3848494,
47,1,8,1,H3K9me2 levels in cells expressing IDH2-WT vs IDH2-R132H,Positive,Null-positive,6,12,No,NA,contrast of between-subjects ANOVA,t,4.230703,NA,8,0.002873608,contrast of between-subjects ANOVA,t,1.314959,NA,20,0.2034023,No,NA,NA,NA,NA,NA,NA,Cohen's d,3.454354,1.799265,0.6033013,6.205243,0.7591922,0.6592286,-0.4363171,1.920202,1.078171,-0.1350271,2.2913689,0.08153943,Null-positive,contrast of between-subjects ANOVA,t,4.230703,NA,8,0.002873608,contrast of between-subjects ANOVA,t,1.314959,NA,20,0.2034023,NA,NA,NA,NA,NA,Cohen's d,3.454354,1.799265,0.6033013,6.205243,0.7591922,0.6592286,-0.4363171,1.920202,1.078171,-0.1350271,2.2913689,0.08153943,
47,1,9,1,"Correlation of 2HG levels and H3K4me3 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",Positive,Null-positive,12,24,No,unknown,Pearson's correlation,t,3.521111,NA,10,0.005528176,Pearson's correlation,t,1.120151,NA,22,0.2747297,No,NA,NA,NA,NA,NA,NA,Pearson's r,0.744,0.3333333,0.2968469,0.9235582,0.2322847,0.2182179,-0.1888034,0.5812195,0.4247194,0.09530711,0.67029297,0.01300721,Null-positive,Pearson's correlation,t,3.521111,NA,10,0.005528176,Pearson's correlation,t,1.120151,NA,22,0.2747297,NA,NA,NA,NA,NA,Pearson's r,0.744,0.3333333,0.2968469,0.9235582,0.2322847,0.2182179,-0.1888034,0.5812195,0.4247194,0.09530711,0.67029297,0.01300721,original study did not specifiy what type of correlation was conduction
47,1,10,1,"Correlation of 2HG levels and H3K9me2 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",Positive,Null-positive,12,24,No,unknown,Pearson's correlation,t,4.513654,NA,10,0.001119253,Pearson's correlation,t,1.531952,NA,22,0.139789,No,NA,NA,NA,NA,NA,NA,Pearson's r,0.819,0.3333333,0.462472,0.9475357,0.3104728,0.2182179,-0.1062284,0.6344132,0.5160051,0.2098753,0.7299959,0.001766977,Null-positive,Pearson's correlation,t,4.513654,NA,10,0.001119253,Pearson's correlation,t,1.531952,NA,22,0.139789,NA,NA,NA,NA,NA,Pearson's r,0.819,0.3333333,0.462472,0.9475357,0.3104728,0.2182179,-0.1062284,0.6344132,0.5160051,0.2098753,0.7299959,0.001766977,original study did not specifiy what type of correlation was conduction
47,1,11,1,"Correlation of 2HG levels and H3K9me3 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",Positive,Null-positive,12,24,No,unknown,Pearson's correlation,t,3.39758,NA,10,0.006798659,Pearson's correlation,t,1.348201,NA,22,0.191312,No,NA,NA,NA,NA,NA,NA,Pearson's r,0.732,0.3333333,0.2726285,0.9195869,0.2762519,0.2182179,-0.1430907,0.6115032,0.4449938,0.1200204,0.6838334,0.008779401,Null-positive,Pearson's correlation,t,3.39758,NA,10,0.006798659,Pearson's correlation,t,1.348201,NA,22,0.191312,NA,NA,NA,NA,NA,Pearson's r,0.732,0.3333333,0.2726285,0.9195869,0.2762519,0.2182179,-0.1430907,0.6115032,0.4449938,0.1200204,0.6838334,0.008779401,original study did not specifiy what type of correlation was conduction
47,1,12,1,"Correlation of 2HG levels and H3K36me3 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",Positive,Null-positive,12,24,No,unknown,Pearson's correlation,t,2.830974,NA,10,0.01782211,Pearson's correlation,t,0.7246845,NA,22,0.476283,No,NA,NA,NA,NA,NA,NA,Pearson's r,0.667,0.3333333,0.150838,0.8973882,0.1526915,0.2182179,-0.267161,0.5238232,0.3357744,-0.008516318,0.608893568,0.05570747,Null-positive,Pearson's correlation,t,2.830974,NA,10,0.01782211,Pearson's correlation,t,0.7246845,NA,22,0.476283,NA,NA,NA,NA,NA,Pearson's r,0.667,0.3333333,0.150838,0.8973882,0.1526915,0.2182179,-0.267161,0.5238232,0.3357744,-0.008516318,0.608893568,0.05570747,original study did not specifiy what type of correlation was conduction
47,1,13,1,"Correlation of 2HG levels and H3K79me2 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",Positive,Null-positive,12,24,No,unknown,Pearson's correlation,t,3.215658,NA,10,0.009242931,Pearson's correlation,t,0.7523584,NA,22,0.4598103,No,NA,NA,NA,NA,NA,NA,Pearson's r,0.713,0.3333333,0.2354375,0.9132196,0.1583788,0.2182179,-0.2617404,0.5280394,0.3625201,0.02194189,0.62770693,0.0375105,Null-positive,Pearson's correlation,t,3.215658,NA,10,0.009242931,Pearson's correlation,t,0.7523584,NA,22,0.4598103,NA,NA,NA,NA,NA,Pearson's r,0.713,0.3333333,0.2354375,0.9132196,0.1583788,0.2182179,-0.2617404,0.5280394,0.3625201,0.02194189,0.62770693,0.0375105,original study did not specifiy what type of correlation was conduction
47,2,1,1,2HG levels in cells expressing IDH2-WT vs IDH2-R132H,Positive,Positive,unknown,10,No,NA,NA,NA,NA,NA,NA,NA,Student's t test,t,14.32847,NA,8,5.49E-07,Yes,1.724276,2.982365,Mean,0.2081427,2.502387,3.462343,Cohen's d,NA,NA,NA,NA,9.062117,2.629787,4.531949,13.57112,NA,NA,NA,NA,Positive,NA,NA,NA,NA,NA,NA,Student's t test,t,14.32847,NA,8,5.49E-07,2.982365,Mean,0.2081427,2.502387,3.462343,Cohen's d,NA,NA,NA,NA,9.062117,2.629787,4.531949,13.57112,NA,NA,NA,NA,
48,1,1,1,"Total RNA per 1000 cells at 0hr, 1hr, 24hr",Positive,Null-positive,6,6,No,NA,contrast of between-subjects ANOVA,t,5.134981,NA,6,0.002146524,contrast of between-subjects ANOVA,t,1.020668,NA,6,0.3467888,No,NA,NA,NA,NA,NA,NA,Cohen's d,4.192694,2.07268,0.9424328,7.367756,0.8333723,1.063118,-0.9053048,2.483884,1.988452,0.3064703,3.670434,0.02049911,Null-positive,contrast of between-subjects ANOVA,t,5.134981,NA,6,0.002146524,contrast of between-subjects ANOVA,t,1.020668,NA,6,0.3467888,NA,NA,NA,NA,NA,Cohen's d,4.192694,2.07268,0.9424328,7.367756,0.8333723,1.063118,-0.9053048,2.483884,1.988452,0.3064703,3.670434,0.02049911,
48,1,1,2,"Total RNA per 1000 cells at 0hr, 1hr, 24hr",Positive,Positive,6,6,No,NA,contrast of between-subjects ANOVA,t,5.134981,NA,6,0.002146524,contrast of between-subjects ANOVA,t,5.029116,NA,6,0.002382405,No,NA,NA,NA,NA,NA,NA,Cohen's d,4.192694,2.07268,0.9424328,7.367756,4.106256,2.039976,0.9037742,7.230549,1.988452,0.3064703,3.670434,0.02049911,Positive,contrast of between-subjects ANOVA,t,5.134981,NA,6,0.002146524,contrast of between-subjects ANOVA,t,5.029116,NA,6,0.002382405,NA,NA,NA,NA,NA,Cohen's d,4.192694,2.07268,0.9424328,7.367756,4.106256,2.039976,0.9037742,7.230549,1.988452,0.3064703,3.670434,0.02049911,
48,2,1,1,Active gene expression at 0 hr vs 1 hr,Positive,Positive,755,708,Yes,Mann-Whitney,Wilcoxon signed-rank test,z,21.17035,NA,NA,1.05E-130,Wilcoxon signed-rank test,z,14.86294,NA,NA,1.36E-55,No,NA,NA,NA,NA,NA,NA,r,0.5448031,0.03646625,0.4926005,0.5930991,0.3949782,0.03766218,0.3309264,0.4554072,0.4245685,0.3894968,0.4584108,4.35E-99,Positive,paired t test,t,6.149365,NA,754,1.26E-09,paired t test,t,5.622824,NA,707,2.71E-08,NA,NA,NA,NA,NA,Cohen's dz,0.2237983,0.03684661,0.1515069,0.2959447,0.2113187,0.03799955,0.1367669,0.2857241,0.2128143,0.1703825,0.255246,8.35E-23,"during correspondence with original authors this reported test results were between 0 hr and 24 hr, not 0 hr and 1 hr as reported in the original study"
48,2,1,2,Active gene expression at 0 hr vs 1 hr,Positive,Positive,755,719,Yes,Mann-Whitney,Wilcoxon signed-rank test,z,21.17035,NA,NA,1.05E-130,Wilcoxon signed-rank test,z,11.82707,NA,NA,2.83E-34,No,NA,NA,NA,NA,NA,NA,r,0.5448031,0.03646625,0.4926005,0.5930991,0.3118873,0.03737175,0.2443428,0.37642,0.4245685,0.3894968,0.4584108,4.35E-99,Positive,paired t test,t,6.149365,NA,754,1.26E-09,paired t test,t,5.437936,NA,718,7.40E-08,NA,NA,NA,NA,NA,Cohen's dz,0.2237983,0.03684661,0.1515069,0.2959447,0.2028008,0.03767521,0.1288887,0.2765744,0.2128143,0.1703825,0.255246,8.35E-23,"during correspondence with original authors this reported test results were between 0 hr and 24 hr, not 0 hr and 1 hr as reported in the original study"
48,2,2,1,Active gene expression at 0 hr vs 24 hr,Positive,Positive,755,708,No,NA,Wilcoxon signed-rank test,z,23.25822,NA,NA,3.33E-184,Wilcoxon signed-rank test,z,9.922278,NA,NA,3.67E-24,No,NA,NA,NA,NA,NA,NA,r,0.5985329,0.03646625,0.5507,0.6424476,0.2636816,0.03766218,0.1937634,0.3309346,0.4154523,0.3800668,0.4496236,2.12E-94,Positive,paired t test,t,8.325682,NA,754,3.93E-16,paired t test,t,4.513307,NA,707,7.47E-06,NA,NA,NA,NA,NA,Cohen's dz,0.3030026,0.03721969,0.2299555,0.3758572,0.1696205,0.03785166,0.09537286,0.2437497,0.2286221,0.1860863,0.2711578,5.99E-26,
